order_id,order_date,year,month,month_name,day_of_week,quarter,user_id,name,city,membership,restaurant_id,restaurant_name,cuisine,rating,total_amount
17,2023-04-09,2023,4,April,Sunday,2,1896,User_1896,Pune,Regular,421,Restaurant_421,Indian,3.0,1002.51
18,2023-04-23,2023,4,April,Sunday,2,1617,User_1617,Pune,Gold,414,Restaurant_414,Chinese,4.7,736.89
19,2023-12-27,2023,12,December,Wednesday,4,330,User_330,Chennai,Regular,73,Restaurant_73,Mexican,3.1,392.59
20,2023-02-03,2023,2,February,Friday,1,2567,User_2567,Bangalore,Gold,52,Restaurant_52,Mexican,4.9,362.01
21,2023-08-13,2023,8,August,Sunday,3,1610,User_1610,Pune,Regular,186,Restaurant_186,Indian,4.3,743.68
22,2023-07-12,2023,7,July,Wednesday,3,688,User_688,Hyderabad,Gold,279,Restaurant_279,Italian,4.9,507.82
23,2023-06-14,2023,6,June,Wednesday,2,2640,User_2640,Bangalore,Gold,83,Restaurant_83,Chinese,3.5,1025.36
24,2023-01-22,2023,1,January,Sunday,1,2403,User_2403,Pune,Gold,434,Restaurant_434,Italian,4.7,412.5
25,2023-06-07,2023,6,June,Wednesday,2,288,User_288,Pune,Regular,18,Restaurant_18,Italian,4.5,147.9
26,2023-12-24,2023,12,December,Sunday,4,2915,User_2915,Chennai,Gold,129,Restaurant_129,Indian,4.1,933.31
27,2023-08-08,2023,8,August,Tuesday,3,1056,User_1056,Bangalore,Regular,399,Restaurant_399,Chinese,3.2,678.38
28,2023-03-23,2023,3,March,Thursday,1,2370,User_2370,Bangalore,Regular,63,Restaurant_63,Italian,5.0,900.74
29,2023-09-20,2023,9,September,Wednesday,3,2905,User_2905,Pune,Gold,115,Restaurant_115,Chinese,3.3,903.0
30,2023-04-23,2023,4,April,Sunday,2,2009,User_2009,Chennai,Gold,18,Restaurant_18,Italian,4.5,996.26
31,2023-04-03,2023,4,April,Monday,2,1986,User_1986,Bangalore,Regular,190,Restaurant_190,Chinese,3.1,199.16
32,2023-01-26,2023,1,January,Thursday,1,1407,User_1407,Pune,Gold,93,Restaurant_93,Chinese,4.9,741.1
33,2023-07-04,2023,7,July,Tuesday,3,1761,User_1761,Bangalore,Gold,346,Restaurant_346,Indian,4.5,957.07
34,2023-06-15,2023,6,June,Thursday,2,844,User_844,Chennai,Gold,350,Restaurant_350,Mexican,3.2,455.96
35,2023-05-15,2023,5,May,Monday,2,2858,User_2858,Hyderabad,Regular,291,Restaurant_291,Mexican,4.3,121.81
36,2023-09-12,2023,9,September,Tuesday,3,186,User_186,Chennai,Regular,113,Restaurant_113,Chinese,5.0,140.83
37,2023-02-01,2023,2,February,Wednesday,1,952,User_952,Chennai,Gold,34,Restaurant_34,Chinese,4.3,1198.64
38,2023-01-11,2023,1,January,Wednesday,1,2972,User_2972,Bangalore,Regular,376,Restaurant_376,Indian,3.4,751.82
39,2023-02-23,2023,2,February,Thursday,1,118,User_118,Pune,Regular,170,Restaurant_170,Mexican,4.4,596.06
40,2023-07-25,2023,7,July,Tuesday,3,2773,User_2773,Pune,Gold,63,Restaurant_63,Italian,5.0,622.5
41,2023-01-09,2023,1,January,Monday,1,1071,User_1071,Hyderabad,Gold,145,Restaurant_145,Italian,3.1,753.16
42,2023-01-21,2023,1,January,Saturday,1,2274,User_2274,Chennai,Regular,121,Restaurant_121,Indian,4.1,955.51
43,2023-03-26,2023,3,March,Sunday,1,380,User_380,Bangalore,Regular,256,Restaurant_256,Italian,3.1,850.52
44,2023-12-04,2023,12,December,Monday,4,633,User_633,Pune,Gold,161,Restaurant_161,Mexican,3.8,512.14
45,2023-09-13,2023,9,September,Wednesday,3,1146,User_1146,Pune,Gold,426,Restaurant_426,Chinese,3.5,914.87
46,2023-12-25,2023,12,December,Monday,4,2294,User_2294,Pune,Regular,72,Restaurant_72,Mexican,3.4,602.82
47,2023-09-30,2023,9,September,Saturday,3,505,User_505,Hyderabad,Gold,69,Restaurant_69,Chinese,4.9,929.24
48,2023-11-30,2023,11,November,Thursday,4,372,User_372,Chennai,Regular,397,Restaurant_397,Indian,4.8,957.14
49,2023-02-10,2023,2,February,Friday,1,2911,User_2911,Pune,Regular,234,Restaurant_234,Chinese,3.7,183.82
50,2023-09-26,2023,9,September,Tuesday,3,1673,User_1673,Chennai,Regular,118,Restaurant_118,Mexican,3.8,298.54
51,2023-05-10,2023,5,May,Wednesday,2,1853,User_1853,Hyderabad,Gold,381,Restaurant_381,Italian,4.6,893.66
52,2023-08-18,2023,8,August,Friday,3,799,User_799,Chennai,Regular,462,Restaurant_462,Italian,3.1,1423.59
53,2023-12-14,2023,12,December,Thursday,4,638,User_638,Hyderabad,Regular,262,Restaurant_262,Chinese,4.9,261.16
54,2023-09-06,2023,9,September,Wednesday,3,1042,User_1042,Pune,Gold,266,Restaurant_266,Italian,3.9,334.11
55,2023-06-08,2023,6,June,Thursday,2,2610,User_2610,Pune,Regular,172,Restaurant_172,Italian,3.9,838.38
56,2023-10-20,2023,10,October,Friday,4,2560,User_2560,Pune,Gold,215,Restaurant_215,Mexican,4.4,1499.8
57,2023-06-16,2023,6,June,Friday,2,392,User_392,Chennai,Regular,273,Restaurant_273,Indian,3.9,852.11
58,2023-02-22,2023,2,February,Wednesday,1,606,User_606,Hyderabad,Gold,361,Restaurant_361,Indian,4.5,1281.55
59,2023-11-07,2023,11,November,Tuesday,4,1785,User_1785,Bangalore,Gold,247,Restaurant_247,Mexican,3.2,169.22
60,2023-04-10,2023,4,April,Monday,2,1077,User_1077,Chennai,Regular,373,Restaurant_373,Indian,3.6,544.55
61,2023-08-30,2023,8,August,Wednesday,3,1753,User_1753,Hyderabad,Gold,130,Restaurant_130,Indian,4.6,1134.71
62,2023-11-24,2023,11,November,Friday,4,723,User_723,Bangalore,Gold,165,Restaurant_165,Mexican,4.3,722.78
63,2023-07-27,2023,7,July,Thursday,3,205,User_205,Pune,Gold,339,Restaurant_339,Indian,3.1,1107.3
64,2023-03-09,2023,3,March,Thursday,1,1565,User_1565,Pune,Regular,189,Restaurant_189,Indian,4.8,625.41
65,2023-04-07,2023,4,April,Friday,2,2905,User_2905,Pune,Gold,220,Restaurant_220,Mexican,3.2,881.86
66,2023-08-12,2023,8,August,Saturday,3,340,User_340,Chennai,Regular,70,Restaurant_70,Chinese,4.7,1356.31
67,2023-08-07,2023,8,August,Monday,3,2716,User_2716,Pune,Regular,233,Restaurant_233,Italian,4.5,781.02
68,2023-04-19,2023,4,April,Wednesday,2,850,User_850,Chennai,Regular,292,Restaurant_292,Mexican,4.0,165.97
69,2023-07-10,2023,7,July,Monday,3,929,User_929,Chennai,Gold,162,Restaurant_162,Italian,3.3,1377.54
70,2023-09-23,2023,9,September,Saturday,3,179,User_179,Bangalore,Regular,463,Restaurant_463,Chinese,3.2,890.18
71,2023-05-18,2023,5,May,Thursday,2,773,User_773,Pune,Gold,256,Restaurant_256,Italian,3.1,1401.97
72,2023-11-28,2023,11,November,Tuesday,4,204,User_204,Bangalore,Regular,413,Restaurant_413,Italian,3.3,575.36
73,2023-04-19,2023,4,April,Wednesday,2,1725,User_1725,Bangalore,Gold,80,Restaurant_80,Italian,3.9,765.76
74,2023-12-01,2023,12,December,Friday,4,1284,User_1284,Chennai,Regular,229,Restaurant_229,Italian,3.8,1223.01
75,2023-08-22,2023,8,August,Tuesday,3,849,User_849,Pune,Regular,444,Restaurant_444,Chinese,4.7,700.31
76,2023-08-28,2023,8,August,Monday,3,1565,User_1565,Pune,Regular,233,Restaurant_233,Italian,4.5,1117.61
77,2023-10-22,2023,10,October,Sunday,4,1632,User_1632,Bangalore,Regular,80,Restaurant_80,Italian,3.9,851.28
78,2023-12-24,2023,12,December,Sunday,4,2286,User_2286,Chennai,Regular,432,Restaurant_432,Mexican,5.0,271.81
79,2023-03-09,2023,3,March,Thursday,1,1396,User_1396,Pune,Gold,242,Restaurant_242,Mexican,4.0,1052.51
80,2023-02-23,2023,2,February,Thursday,1,1965,User_1965,Hyderabad,Gold,291,Restaurant_291,Mexican,4.3,1323.7
81,2023-08-18,2023,8,August,Friday,3,2320,User_2320,Hyderabad,Gold,368,Restaurant_368,Indian,4.4,537.78
82,2023-01-11,2023,1,January,Wednesday,1,38,User_38,Chennai,Gold,257,Restaurant_257,Italian,3.4,1326.03
83,2023-09-03,2023,9,September,Sunday,3,1149,User_1149,Chennai,Gold,347,Restaurant_347,Chinese,4.8,961.02
84,2023-12-29,2023,12,December,Friday,4,2879,User_2879,Pune,Gold,196,Restaurant_196,Italian,5.0,488.53
85,2023-11-12,2023,11,November,Sunday,4,2917,User_2917,Bangalore,Gold,201,Restaurant_201,Mexican,3.4,1102.52
86,2023-10-28,2023,10,October,Saturday,4,2563,User_2563,Hyderabad,Regular,423,Restaurant_423,Indian,3.2,1018.04
87,2023-04-14,2023,4,April,Friday,2,1750,User_1750,Pune,Gold,385,Restaurant_385,Chinese,4.4,1103.42
88,2023-06-01,2023,6,June,Thursday,2,58,User_58,Bangalore,Regular,320,Restaurant_320,Italian,4.1,196.11
89,2023-06-20,2023,6,June,Tuesday,2,1619,User_1619,Bangalore,Regular,158,Restaurant_158,Indian,4.5,619.05
90,2023-01-16,2023,1,January,Monday,1,2760,User_2760,Hyderabad,Regular,320,Restaurant_320,Italian,4.1,264.05
91,2023-07-07,2023,7,July,Friday,3,2309,User_2309,Chennai,Gold,476,Restaurant_476,Mexican,3.4,391.36
92,2023-01-07,2023,1,January,Saturday,1,81,User_81,Chennai,Regular,200,Restaurant_200,Chinese,3.9,870.09
93,2023-01-22,2023,1,January,Sunday,1,2874,User_2874,Hyderabad,Regular,1,Restaurant_1,Chinese,4.8,441.18
94,2023-12-10,2023,12,December,Sunday,4,587,User_587,Chennai,Regular,176,Restaurant_176,Italian,4.0,285.28
95,2023-02-20,2023,2,February,Monday,1,570,User_570,Bangalore,Gold,280,Restaurant_280,Chinese,3.7,795.58
96,2023-09-17,2023,9,September,Sunday,3,1048,User_1048,Pune,Regular,157,Restaurant_157,Italian,4.5,711.84
97,2023-09-18,2023,9,September,Monday,3,614,User_614,Hyderabad,Regular,335,Restaurant_335,Italian,3.9,190.14
98,2023-12-05,2023,12,December,Tuesday,4,1135,User_1135,Bangalore,Regular,161,Restaurant_161,Mexican,3.8,1225.83
99,2023-11-25,2023,11,November,Saturday,4,549,User_549,Pune,Gold,11,Restaurant_11,Chinese,4.9,146.68
100,2023-12-15,2023,12,December,Friday,4,2811,User_2811,Bangalore,Gold,484,Restaurant_484,Mexican,4.2,632.94
101,2023-09-24,2023,9,September,Sunday,3,1337,User_1337,Bangalore,Regular,96,Restaurant_96,Mexican,4.4,852.59
102,2023-03-07,2023,3,March,Tuesday,1,991,User_991,Pune,Regular,482,Restaurant_482,Chinese,4.5,913.83
103,2023-04-11,2023,4,April,Tuesday,2,1922,User_1922,Chennai,Gold,492,Restaurant_492,Italian,4.0,1017.18
104,2023-10-03,2023,10,October,Tuesday,4,1115,User_1115,Chennai,Regular,379,Restaurant_379,Mexican,4.1,1191.17
105,2023-06-01,2023,6,June,Thursday,2,804,User_804,Bangalore,Gold,407,Restaurant_407,Mexican,4.6,109.14
106,2023-11-18,2023,11,November,Saturday,4,2873,User_2873,Pune,Gold,68,Restaurant_68,Italian,4.1,1352.79
107,2023-03-05,2023,3,March,Sunday,1,1118,User_1118,Pune,Gold,388,Restaurant_388,Indian,3.9,1037.09
108,2023-04-16,2023,4,April,Sunday,2,1493,User_1493,Chennai,Regular,5,Restaurant_5,Chinese,4.8,1375.29
109,2023-05-27,2023,5,May,Saturday,2,532,User_532,Hyderabad,Gold,432,Restaurant_432,Mexican,5.0,1461.82
110,2023-06-04,2023,6,June,Sunday,2,1350,User_1350,Bangalore,Gold,220,Restaurant_220,Mexican,3.2,932.09
111,2023-03-30,2023,3,March,Thursday,1,1416,User_1416,Pune,Regular,66,Restaurant_66,Italian,4.7,1346.23
112,2023-11-15,2023,11,November,Wednesday,4,2446,User_2446,Bangalore,Gold,447,Restaurant_447,Chinese,3.2,149.76
113,2023-04-13,2023,4,April,Thursday,2,2265,User_2265,Pune,Gold,28,Restaurant_28,Chinese,3.6,475.81
114,2023-07-29,2023,7,July,Saturday,3,142,User_142,Pune,Regular,390,Restaurant_390,Mexican,4.7,842.42
115,2023-02-17,2023,2,February,Friday,1,827,User_827,Chennai,Gold,184,Restaurant_184,Mexican,3.5,367.72
116,2023-03-12,2023,3,March,Sunday,1,2476,User_2476,Pune,Regular,319,Restaurant_319,Indian,3.1,296.82
117,2023-05-07,2023,5,May,Sunday,2,1449,User_1449,Pune,Gold,328,Restaurant_328,Mexican,4.6,1485.31
118,2023-07-22,2023,7,July,Saturday,3,1209,User_1209,Bangalore,Gold,209,Restaurant_209,Indian,3.6,880.41
119,2023-09-18,2023,9,September,Monday,3,1741,User_1741,Pune,Gold,257,Restaurant_257,Italian,3.4,1008.64
120,2023-08-06,2023,8,August,Sunday,3,1385,User_1385,Bangalore,Regular,379,Restaurant_379,Mexican,4.1,1146.39
121,2023-07-31,2023,7,July,Monday,3,383,User_383,Hyderabad,Regular,438,Restaurant_438,Italian,3.2,930.64
122,2023-08-01,2023,8,August,Tuesday,3,2661,User_2661,Chennai,Gold,376,Restaurant_376,Indian,3.4,769.46
123,2023-12-17,2023,12,December,Sunday,4,2440,User_2440,Pune,Regular,73,Restaurant_73,Mexican,3.1,1492.73
124,2023-06-07,2023,6,June,Wednesday,2,257,User_257,Chennai,Regular,102,Restaurant_102,Italian,4.9,996.95
125,2023-10-09,2023,10,October,Monday,4,1649,User_1649,Chennai,Gold,14,Restaurant_14,Indian,3.8,1345.86
126,2023-09-29,2023,9,September,Friday,3,970,User_970,Bangalore,Regular,122,Restaurant_122,Indian,3.9,320.68
127,2023-01-04,2023,1,January,Wednesday,1,2913,User_2913,Pune,Gold,309,Restaurant_309,Indian,4.5,1251.4
128,2023-06-10,2023,6,June,Saturday,2,42,User_42,Bangalore,Regular,152,Restaurant_152,Indian,4.8,379.57
129,2023-11-28,2023,11,November,Tuesday,4,1227,User_1227,Hyderabad,Gold,46,Restaurant_46,Chinese,3.6,158.62
130,2023-09-05,2023,9,September,Tuesday,3,1128,User_1128,Pune,Gold,418,Restaurant_418,Chinese,3.3,710.77
131,2023-08-10,2023,8,August,Thursday,3,2850,User_2850,Hyderabad,Gold,389,Restaurant_389,Italian,4.9,1406.07
132,2023-03-03,2023,3,March,Friday,1,778,User_778,Hyderabad,Gold,302,Restaurant_302,Mexican,4.9,198.22
133,2023-03-29,2023,3,March,Wednesday,1,2384,User_2384,Pune,Regular,165,Restaurant_165,Mexican,4.3,872.28
134,2023-03-24,2023,3,March,Friday,1,45,User_45,Hyderabad,Gold,220,Restaurant_220,Mexican,3.2,775.17
135,2023-11-09,2023,11,November,Thursday,4,912,User_912,Bangalore,Regular,483,Restaurant_483,Chinese,4.5,365.07
136,2023-02-16,2023,2,February,Thursday,1,2643,User_2643,Chennai,Regular,175,Restaurant_175,Chinese,4.1,968.84
137,2023-05-27,2023,5,May,Saturday,2,1603,User_1603,Chennai,Gold,20,Restaurant_20,Indian,3.7,1401.56
138,2023-05-09,2023,5,May,Tuesday,2,880,User_880,Pune,Regular,384,Restaurant_384,Mexican,4.6,1140.38
139,2023-04-20,2023,4,April,Thursday,2,1639,User_1639,Hyderabad,Regular,19,Restaurant_19,Indian,3.6,1446.43
140,2023-03-13,2023,3,March,Monday,1,765,User_765,Hyderabad,Gold,381,Restaurant_381,Italian,4.6,1381.41
141,2023-11-12,2023,11,November,Sunday,4,1831,User_1831,Hyderabad,Gold,384,Restaurant_384,Mexican,4.6,1129.47
142,2023-02-07,2023,2,February,Tuesday,1,1860,User_1860,Chennai,Gold,112,Restaurant_112,Chinese,3.2,1331.64
143,2023-11-22,2023,11,November,Wednesday,4,1729,User_1729,Chennai,Gold,259,Restaurant_259,Mexican,3.7,158.75
144,2023-04-16,2023,4,April,Sunday,2,2519,User_2519,Chennai,Gold,452,Restaurant_452,Chinese,4.4,247.03
145,2023-09-17,2023,9,September,Sunday,3,1243,User_1243,Hyderabad,Gold,11,Restaurant_11,Chinese,4.9,365.51
146,2023-04-20,2023,4,April,Thursday,2,93,User_93,Bangalore,Regular,2,Restaurant_2,Indian,4.1,1250.74
147,2023-05-27,2023,5,May,Saturday,2,1821,User_1821,Hyderabad,Regular,268,Restaurant_268,Indian,3.8,172.91
148,2023-02-06,2023,2,February,Monday,1,1975,User_1975,Bangalore,Regular,73,Restaurant_73,Mexican,3.1,607.82
149,2023-06-24,2023,6,June,Saturday,2,2337,User_2337,Bangalore,Gold,345,Restaurant_345,Chinese,4.3,932.79
150,2023-03-01,2023,3,March,Wednesday,1,2136,User_2136,Hyderabad,Regular,486,Restaurant_486,Italian,4.1,1402.24
151,2023-12-07,2023,12,December,Thursday,4,863,User_863,Bangalore,Gold,474,Restaurant_474,Mexican,3.5,1148.35
152,2023-09-29,2023,9,September,Friday,3,2115,User_2115,Pune,Gold,176,Restaurant_176,Italian,4.0,112.31
153,2023-02-16,2023,2,February,Thursday,1,2832,User_2832,Hyderabad,Gold,34,Restaurant_34,Chinese,4.3,641.49
154,2023-05-28,2023,5,May,Sunday,2,623,User_623,Pune,Gold,244,Restaurant_244,Italian,4.3,221.42
155,2023-03-12,2023,3,March,Sunday,1,2523,User_2523,Pune,Gold,90,Restaurant_90,Italian,4.8,484.27
156,2023-08-02,2023,8,August,Wednesday,3,282,User_282,Chennai,Gold,179,Restaurant_179,Italian,3.5,1373.33
157,2023-05-26,2023,5,May,Friday,2,436,User_436,Bangalore,Gold,120,Restaurant_120,Italian,3.2,439.11
158,2023-01-16,2023,1,January,Monday,1,2732,User_2732,Hyderabad,Regular,182,Restaurant_182,Mexican,4.8,439.9
159,2023-01-04,2023,1,January,Wednesday,1,2152,User_2152,Chennai,Gold,357,Restaurant_357,Italian,3.8,1070.88
160,2023-03-30,2023,3,March,Thursday,1,1291,User_1291,Chennai,Gold,381,Restaurant_381,Italian,4.6,139.67
161,2023-09-29,2023,9,September,Friday,3,354,User_354,Chennai,Regular,319,Restaurant_319,Indian,3.1,175.84
162,2023-11-06,2023,11,November,Monday,4,939,User_939,Chennai,Regular,208,Restaurant_208,Mexican,4.7,763.73
163,2023-12-26,2023,12,December,Tuesday,4,2852,User_2852,Pune,Regular,86,Restaurant_86,Indian,4.2,190.64
164,2023-08-08,2023,8,August,Tuesday,3,2241,User_2241,Chennai,Regular,104,Restaurant_104,Chinese,4.9,411.65
165,2023-05-12,2023,5,May,Friday,2,1982,User_1982,Chennai,Gold,325,Restaurant_325,Italian,4.5,761.84
166,2023-10-06,2023,10,October,Friday,4,1583,User_1583,Hyderabad,Gold,169,Restaurant_169,Italian,4.2,456.5
167,2023-10-11,2023,10,October,Wednesday,4,1644,User_1644,Bangalore,Regular,483,Restaurant_483,Chinese,4.5,427.18
168,2023-06-15,2023,6,June,Thursday,2,1437,User_1437,Hyderabad,Gold,135,Restaurant_135,Indian,3.7,1357.22
169,2023-04-07,2023,4,April,Friday,2,2475,User_2475,Pune,Gold,320,Restaurant_320,Italian,4.1,1013.3
170,2023-03-09,2023,3,March,Thursday,1,2134,User_2134,Hyderabad,Regular,290,Restaurant_290,Chinese,4.9,1352.94
171,2023-07-15,2023,7,July,Saturday,3,968,User_968,Bangalore,Regular,319,Restaurant_319,Indian,3.1,1102.1
172,2023-01-22,2023,1,January,Sunday,1,1953,User_1953,Chennai,Gold,332,Restaurant_332,Chinese,4.8,1307.06
173,2023-06-18,2023,6,June,Sunday,2,1352,User_1352,Pune,Gold,109,Restaurant_109,Chinese,5.0,164.31
174,2023-12-11,2023,12,December,Monday,4,740,User_740,Hyderabad,Gold,371,Restaurant_371,Chinese,3.1,1161.71
175,2023-10-27,2023,10,October,Friday,4,238,User_238,Hyderabad,Regular,379,Restaurant_379,Mexican,4.1,1482.75
176,2023-12-17,2023,12,December,Sunday,4,2544,User_2544,Hyderabad,Gold,171,Restaurant_171,Mexican,3.6,552.39
177,2023-05-15,2023,5,May,Monday,2,2271,User_2271,Pune,Gold,117,Restaurant_117,Indian,3.9,1088.98
178,2023-05-14,2023,5,May,Sunday,2,424,User_424,Bangalore,Gold,375,Restaurant_375,Chinese,4.3,1402.18
179,2023-09-07,2023,9,September,Thursday,3,1437,User_1437,Hyderabad,Gold,91,Restaurant_91,Italian,4.8,703.69
180,2023-05-19,2023,5,May,Friday,2,816,User_816,Chennai,Regular,399,Restaurant_399,Chinese,3.2,1289.82
181,2023-04-20,2023,4,April,Thursday,2,1090,User_1090,Pune,Regular,136,Restaurant_136,Indian,3.6,1437.19
182,2023-02-09,2023,2,February,Thursday,1,131,User_131,Chennai,Gold,123,Restaurant_123,Chinese,4.2,1470.97
183,2023-06-26,2023,6,June,Monday,2,724,User_724,Hyderabad,Regular,489,Restaurant_489,Italian,3.0,561.65
184,2023-03-09,2023,3,March,Thursday,1,1945,User_1945,Pune,Regular,391,Restaurant_391,Indian,3.3,518.58
185,2023-08-13,2023,8,August,Sunday,3,1722,User_1722,Hyderabad,Gold,54,Restaurant_54,Italian,4.9,105.4
186,2023-05-31,2023,5,May,Wednesday,2,2704,User_2704,Pune,Gold,285,Restaurant_285,Mexican,4.8,1028.25
187,2023-06-22,2023,6,June,Thursday,2,2805,User_2805,Bangalore,Regular,116,Restaurant_116,Chinese,4.2,803.92
188,2023-06-30,2023,6,June,Friday,2,2666,User_2666,Chennai,Gold,277,Restaurant_277,Mexican,3.3,558.85
189,2023-09-02,2023,9,September,Saturday,3,574,User_574,Chennai,Regular,442,Restaurant_442,Italian,3.7,805.04
190,2023-03-13,2023,3,March,Monday,1,1542,User_1542,Bangalore,Regular,237,Restaurant_237,Italian,4.5,501.58
191,2023-05-05,2023,5,May,Friday,2,2482,User_2482,Chennai,Regular,116,Restaurant_116,Chinese,4.2,1340.73
192,2023-04-24,2023,4,April,Monday,2,345,User_345,Chennai,Gold,76,Restaurant_76,Italian,4.7,862.55
193,2023-01-20,2023,1,January,Friday,1,2405,User_2405,Bangalore,Regular,126,Restaurant_126,Italian,4.5,261.66
194,2023-07-17,2023,7,July,Monday,3,914,User_914,Bangalore,Regular,183,Restaurant_183,Chinese,3.7,401.42
195,2023-02-12,2023,2,February,Sunday,1,1258,User_1258,Pune,Regular,58,Restaurant_58,Indian,4.4,1179.75
196,2023-07-25,2023,7,July,Tuesday,3,789,User_789,Pune,Regular,254,Restaurant_254,Indian,4.7,967.6
197,2023-03-03,2023,3,March,Friday,1,996,User_996,Chennai,Gold,58,Restaurant_58,Indian,4.4,619.68
198,2023-04-05,2023,4,April,Wednesday,2,767,User_767,Hyderabad,Gold,243,Restaurant_243,Chinese,4.8,1389.57
199,2023-10-06,2023,10,October,Friday,4,2543,User_2543,Pune,Regular,94,Restaurant_94,Chinese,4.5,844.75
200,2023-02-08,2023,2,February,Wednesday,1,2619,User_2619,Bangalore,Regular,263,Restaurant_263,Indian,4.4,258.38
201,2023-05-20,2023,5,May,Saturday,2,1782,User_1782,Hyderabad,Gold,49,Restaurant_49,Italian,4.0,375.74
202,2023-02-25,2023,2,February,Saturday,1,1347,User_1347,Chennai,Gold,43,Restaurant_43,Chinese,4.9,1169.6
203,2023-01-30,2023,1,January,Monday,1,482,User_482,Hyderabad,Regular,376,Restaurant_376,Indian,3.4,986.26
204,2023-10-23,2023,10,October,Monday,4,2094,User_2094,Hyderabad,Gold,364,Restaurant_364,Mexican,3.4,1164.27
205,2023-12-25,2023,12,December,Monday,4,1380,User_1380,Hyderabad,Regular,54,Restaurant_54,Italian,4.9,121.12
206,2023-12-17,2023,12,December,Sunday,4,253,User_253,Chennai,Regular,308,Restaurant_308,Italian,4.3,200.98
207,2023-02-23,2023,2,February,Thursday,1,2453,User_2453,Pune,Regular,218,Restaurant_218,Indian,4.1,1441.98
208,2023-03-02,2023,3,March,Thursday,1,1642,User_1642,Bangalore,Gold,352,Restaurant_352,Italian,4.7,1250.84
209,2023-02-01,2023,2,February,Wednesday,1,761,User_761,Pune,Regular,232,Restaurant_232,Mexican,4.0,353.88
210,2023-05-02,2023,5,May,Tuesday,2,1816,User_1816,Pune,Regular,458,Restaurant_458,Italian,4.8,169.2
211,2023-12-26,2023,12,December,Tuesday,4,1209,User_1209,Bangalore,Gold,437,Restaurant_437,Indian,3.3,484.58
212,2023-11-10,2023,11,November,Friday,4,2339,User_2339,Pune,Regular,20,Restaurant_20,Indian,3.7,390.16
213,2023-05-24,2023,5,May,Wednesday,2,2626,User_2626,Bangalore,Gold,374,Restaurant_374,Mexican,3.6,701.52
214,2023-12-29,2023,12,December,Friday,4,66,User_66,Chennai,Gold,365,Restaurant_365,Italian,3.6,1229.36
215,2023-07-24,2023,7,July,Monday,3,1087,User_1087,Pune,Regular,446,Restaurant_446,Indian,4.9,334.56
216,2023-04-08,2023,4,April,Saturday,2,105,User_105,Hyderabad,Gold,106,Restaurant_106,Indian,4.8,455.32
217,2023-02-20,2023,2,February,Monday,1,1846,User_1846,Chennai,Regular,376,Restaurant_376,Indian,3.4,538.3
218,2023-03-14,2023,3,March,Tuesday,1,327,User_327,Hyderabad,Regular,138,Restaurant_138,Indian,4.8,825.18
219,2023-02-03,2023,2,February,Friday,1,430,User_430,Hyderabad,Gold,125,Restaurant_125,Chinese,4.3,883.67
220,2023-12-17,2023,12,December,Sunday,4,1154,User_1154,Bangalore,Regular,132,Restaurant_132,Indian,3.7,394.85
221,2023-04-17,2023,4,April,Monday,2,2922,User_2922,Chennai,Gold,338,Restaurant_338,Mexican,4.5,616.19
222,2023-05-18,2023,5,May,Thursday,2,1884,User_1884,Chennai,Regular,459,Restaurant_459,Italian,4.6,572.97
